mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
0100,000000,128490.07,2024-04-06 06:12:45,61000000,84170,06:00:34,2000-09-05,07/32,2016-09-25,7178,810,115373,987862,6149026594,6391907,6631709,Jones LLC,278364.03,T,840,840,6.49502719318712E+017,3.3872205253351E+023,ECOM,1acf6656cef706a4355722fac2b9303f066ef9c8c843f875efdb379485005d58,MASTER,FALSE,2827671585,1,84,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,01af61c10795b610b4d1a80b72ca5bca91fd515addb6428791e5672762910f88,FALSE,17d306ec-b44a-44ff-860b-8b6946960dfa,FALSE,FALSE,FALSE,TRUE,76.025330,-5.878901
0100,000000,44376.38,2024-04-06 05:55:24,61000000,77262,03:40:43,2020-09-16,03/25,1975-02-06,7477,810,708,507349,8918977917,3715008,97144821,James-Smith,259713.63,T,840,840,6.81949151284765E+017,7.28193619323717E+022,ECOM,2713365ce7047c55b4ca36d3782fd52bcf8a9422d637799e9ebc28cdeea8c451,MASTER,FALSE,7165670470,3,51,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,3379711e1c6939e725005737f3aa6ce8cf9248d3400bd452300e3702c6697c8e,FALSE,547302eb-1ce6-4d2d-a1d1-cf2a5d21ed11,FALSE,FALSE,FALSE,TRUE,82.625302,-56.488730
0100,000000,2311.04,2024-04-06 05:09:53,61000000,58725,20:41:01,1974-06-02,03/26,1979-06-17,6705,810,898287,38259,7043369572,3107607,81399536,Thompson PLC,407981.00,T,840,840,9.57758817519398E+017,8.32798940577935E+023,ECOM,327b882f1a6954ed569fa5c7b0f5789a35ff03198f8979c1102ddc431d58b602,MASTER,FALSE,8733955943,3,76,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,bde7022eb5e6f631b47c98799f7f9316ca5522ea4d943c9a754e0ef6aaf58bc7,FALSE,2d37e9d2-2315-454c-9c43-408e7b7d803f,FALSE,FALSE,FALSE,TRUE,-20.695796,-177.070267
0100,000000,206966.10,2024-04-06 00:16:04,61000000,79901,11:24:41,2023-10-05,06/31,1985-05-09,8920,810,764017,43329,9723015971,9590756,79949486,"Wright, Rodriguez and Smith",191696.73,T,840,840,2.29861139433077E+017,9.55609653074379E+023,ECOM,f0d736f710df1f5bddb53501debe72ecab131fa88a5ec22c887e10654acff226,MASTER,FALSE,1617702413,3,9,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,8a79e3fa1645a9b476c27d98b59eb8c9da4921dbed1fabf72df1f8eded665d3a,FALSE,24dccc98-41da-4aa0-b555-3661f79dcf9f,FALSE,FALSE,FALSE,TRUE,13.005859,2.617371
0100,000000,11146.25,2024-04-06 00:09:48,61000000,73425,10:59:17,1971-03-11,11/32,2016-05-20,9983,810,471566,87892,8496261476,4456320,41012469,Jones-Manning,333981.21,T,840,840,4.06783463664186E+017,6.33462977578705E+023,ECOM,dbd50e7e192bd49a95ffb8a138c246aa29835276983c5fab4e865072b5a8ab71,MASTER,FALSE,5660827550,2,92,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,7706303497c1188e8f37c477ff9b27f077686d4aa53a029fd333f7614d708689,FALSE,ec567070-13ec-43a5-9c3d-603423c624b9,FALSE,FALSE,FALSE,TRUE,-23.3479535,-5.968995
0100,000000,48025.86,2024-04-06 07:28:46,61000000,11808,21:29:11,1986-12-31,12/31,2000-05-28,9933,810,630955,58401,8296806553,2336862,22725665,Johnson Group,293213.54,T,840,840,2.99884728266885E+017,7.58066296347434E+023,ECOM,e4b6ecc987b5968354a6144946ec6d8cec4a15547ae00e7fa60cb7c2731336e7,MASTER,FALSE,9091210091,5,76,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,164e0c63590d03e8c90824d9b33bb03dc1f55c59dda9b3724bf4be06616fda2d,FALSE,d7e88c45-65ab-4474-9697-d895aa7f6c0a,FALSE,FALSE,FALSE,TRUE,-30.0951165,-176.659322
0100,000000,206597.73,2024-04-06 00:46:18,61000000,28472,16:42:54,1980-10-03,01/30,2015-11-18,2191,810,244347,243806,8668862747,4498902,40444635,Velasquez-Hayes,153428.69,T,840,840,9.78266265163999E+017,5.49897359522481E+023,ECOM,832e15066579fc7d07744c97edec9f3581c1d2a37a1eae5ac8e5ccdce7bd59d7,MASTER,FALSE,3263260066,3,68,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,4d19d9603beb812985c9267d12d60b725ce92f87d0bf93ae75f7fa9f454d9ec1,FALSE,f875d622-4042-411f-8994-ab240ac81fdf,FALSE,FALSE,FALSE,TRUE,-52.2493885,-46.773732
0100,000000,253816.60,2024-04-05 23:56:40,61000000,23875,00:33:11,2013-03-26,12/28,1991-11-08,2992,810,744849,976286,1288083050,545326,85138678,Haynes-Atkins,110935.98,T,840,840,2.14560263798447E+017,7.73118941249662E+023,ECOM,be5f7d3f9b035e7cf44d24b374f71790155f07827fa02b31882a76f341fc912b,MASTER,FALSE,1873092600,5,54,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,7f6d5851efb2fcd61500e3210b17bc8bd71a4f1161c79e750d37d99d675e06b1,FALSE,38d8e5cb-0389-4dbc-a847-9c2bcb6883ea,FALSE,FALSE,FALSE,TRUE,-6.9500655,-122.064497
0100,000000,268447.67,2024-04-06 01:22:05,61000000,39151,15:34:29,2021-12-25,03/28,2018-07-28,3727,810,305430,668771,4147797529,8864114,31130860,Ross-Ayala,128238.49,T,840,840,9.65759289142382E+017,3.80201715637625E+023,ECOM,03350420364c21639871325f08147cb7ba40a593012c596770b35f148236dd30,MASTER,FALSE,6721856388,2,96,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,207c69b7d6524f55d6ef98f85a6b945e00ab23ac757151ff3938e03dbb4f49ac,FALSE,a7694034-dd2f-4c1f-8e39-f001838ad1b9,FALSE,FALSE,FALSE,TRUE,69.0114865,-52.458395
0100,000000,20396.36,2024-04-06 02:06:49,61000000,87745,01:06:15,2012-09-30,09/33,1994-12-13,9848,810,896752,40886,5110218461,1308208,44118731,"Schaefer, Taylor and Castillo",324156.69,T,840,840,1.37421518335705E+017,9.28538894161441E+023,ECOM,e0ad71ddde496b35d2f85c90e8d85a99ee87794355439b17dbf88f16d54bb255,MASTER,FALSE,2781896718,3,73,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,1f2f8e0ce8e123a4948a2bef8e0a24a35f4dd0c2c1961d4927c50cde30d55de3,FALSE,6f8f6d4a-1e2f-4b6c-8143-8cad0b9be633,FALSE,FALSE,FALSE,TRUE,69.769736,-105.856640
0100,000000,105239.60,2024-04-05 21:44:32,61000000,86187,01:38:51,2009-06-20,09/30,1983-04-28,4187,810,32385,677380,1991967530,3216895,63780797,"Moore, Simmons and Brooks",218399.07,T,840,840,7.39467356597865E+017,9.78959132182192E+023,ECOM,4bbb7c669659673be8ce5e56184532607fc5e433a0ac7a66b165b4009a01d69d,MASTER,FALSE,6287608037,3,4,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,4a5877769605792824641e0e083588c36cabf2fda3e61f0f6c8405c0f4643fe4,FALSE,aa7cd514-4998-4d11-af06-87d37b37b049,FALSE,FALSE,FALSE,TRUE,-34.6864395,-156.954504
0100,000000,320126.97,2024-04-05 23:16:32,61000000,98677,21:58:39,2016-06-08,11/32,2017-05-14,1768,810,122930,251575,7244185575,3719222,17992730,"Chan, Ross and Maynard",163364.01,T,840,840,6.35260287555308E+017,6.00697581286261E+023,ECOM,20ccd548560c8fa45776d4003c7fe1b51cd939dfad80bd299ac14af8a941085a,MASTER,FALSE,3001653422,2,9,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,ccdb2c7a15203853850df325bb96dd02fd0a91e3675e41dfe6a8e8c4ce410488,FALSE,deae9ad4-819b-4eab-b8f5-8e7f623cd3b2,FALSE,FALSE,FALSE,TRUE,13.5294665,93.178651
0100,000000,12266.57,2024-04-05 23:44:08,61000000,54537,20:06:07,1985-08-05,01/25,2012-07-06,1513,810,208752,280918,2212917298,6094295,9675291,Turner and Sons,482703.53,T,840,840,6.43384275188407E+017,6.62326352545624E+023,ECOM,b158770c155ca3be4d1f15f3c43b0d19566d1441db2c2e2f67789cc738bdc8f5,MASTER,FALSE,6515302092,1,0,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,4a53f175f96339c21785d9adc419bec6aa39cb2c9b4989940674d173b0ac3b20,FALSE,25ea212f-4575-4d91-be12-a31241550535,FALSE,FALSE,FALSE,TRUE,-79.2176355,130.852892
0100,000000,159781.07,2024-04-05 22:28:52,61000000,19157,08:56:36,1996-10-03,04/29,1983-04-15,4954,810,756624,273649,1567318065,798075,5985065,"Bryant, Rodriguez and Williams",161644.34,T,840,840,2.65385454812826E+017,5.85692876532022E+023,ECOM,4cb3b93464d272f5339937bbcf2daaf628ade1d8c4820a013cf24211966c0c79,MASTER,FALSE,3356313670,5,96,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,f8a2268028d5fb07438bf186f2b4ab382df6b1e5b79c144331c1eb77f17737d1,FALSE,738fd6d2-d189-47b8-a633-0736774ddd1c,FALSE,FALSE,FALSE,TRUE,-17.684443,177.720346
0100,000000,177113.48,2024-04-05 20:40:11,61000000,73716,07:13:51,1985-02-14,10/31,2013-01-18,8374,810,377931,937158,244815213,9976798,4920314,Edwards-Becker,134399.45,T,840,840,5.07128181449978E+017,1.38852375074438E+023,ECOM,98902185cad0b320535f70e04a1393a40c9306be5750fcc334d50a31a82628c0,MASTER,FALSE,1026380628,2,74,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,82da1cd64b6efd1fde0e845e0d5cd079a4016cb2d0052257ec9b9f30bcb29c7f,FALSE,423c58a5-9670-4681-acc9-9dcde4d91867,FALSE,FALSE,FALSE,TRUE,-72.212041,-135.946890
0100,000000,135658.58,2024-04-06 06:24:00,61000000,84085,05:32:45,1986-11-13,08/28,2012-12-26,4609,810,952917,146458,4427475801,6054691,20226591,Snow-Gross,309905.92,T,840,840,8.96889443283937E+016,9.01658222328891E+023,ECOM,d0d446616efaacb5a386a4e23c0e90e59fcf071375fd38df496ec19fd2afcdb0,MASTER,FALSE,9626455058,2,50,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,ca79987a9359fc3c1ae92f444590d7dd5727169c4e1f59fbe2c4d70c1652c8d3,FALSE,aee1543e-6251-4e2f-993c-9f374c0cf02a,FALSE,FALSE,FALSE,TRUE,69.0851145,-115.109755
0100,000000,56553.96,2024-04-05 22:20:44,61000000,73458,10:35:09,1983-10-30,06/26,1990-05-06,3253,810,395501,447338,4559731143,8514558,81701737,Jackson Ltd,315673.75,T,840,840,5.56179039195016E+017,7.15579184685843E+022,ECOM,2c9f8f38e04ec5362306b606c2e9d24b22a5bdc0b491dbcf947f3ef0292d608f,MASTER,FALSE,2471721857,4,66,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,be6d3d59aff9a0ed22563630df8af515a5955ea96ba210207c73d3770331f2fe,FALSE,14899710-6820-4cd7-a46e-deae1e667ec3,FALSE,FALSE,FALSE,TRUE,-23.9310725,115.319778
0100,000000,289066.00,2024-04-06 00:10:29,61000000,79422,22:13:18,2006-01-03,10/25,1999-07-13,6658,810,634108,36507,5943239953,8718595,22450185,"Mason, Velasquez and Wilson",164044.62,T,840,840,1.82041013393077E+017,5.73568435372424E+023,ECOM,f9534f7d45979329851a3d6cb566ea273aa5a255cde2e394ed808d37a2047061,MASTER,FALSE,4469028805,2,46,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,f076f4413da5e6867cc2db855e92facd9196bda6a4200bb8d2bb94641d3c5b43,FALSE,55a9a1e3-8e76-450b-aacc-e4d06cb97de9,FALSE,FALSE,FALSE,TRUE,27.240219,73.780911
0100,000000,174478.41,2024-04-06 05:43:12,61000000,86884,23:01:45,1981-12-05,06/24,2006-08-29,6153,810,558636,357463,8451779066,1522106,43565300,"Richmond, Ramirez and Alexander",228662.31,T,840,840,3.98387753630858E+017,5.20222298776957E+022,ECOM,552625885fefbf6c199435439113271a775766ebeb1826354c1ea6f9ea843ec2,MASTER,FALSE,9977670652,1,28,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,98d88dade4ac7cb710440e63a90c7c6eb5deac4612396446d40b99aafe87e0ca,FALSE,0a19ce61-71f7-4ebf-9ccb-2d483dc5f4a0,FALSE,FALSE,FALSE,TRUE,79.6987305,106.919796
0100,000000,74862.77,2024-04-05 20:18:16,61000000,22914,04:28:20,1972-08-03,09/28,1999-01-17,5139,810,221907,635788,3675045331,7599578,88396911,"Garrett, Herring and Martinez",301736.36,T,840,840,7.60012398063277E+017,8.45933191426536E+023,ECOM,4fa8f3a25c98484fac5b7f5239c46d0e41df683d48346d922e668baebcf78bc4,MASTER,FALSE,1132139649,5,83,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,2ed645964b13a86b5cb2bb8094c5c34ab308eb12689c34fe8151eca0f8d00742,FALSE,68735b81-8b4b-4ea6-8bfd-9cbce04f50a7,FALSE,FALSE,FALSE,TRUE,63.8015135,31.526430
0100,000000,144240.63,2024-04-06 04:38:02,61000000,64187,18:17:52,2016-06-20,03/26,1987-03-17,7851,810,765644,612022,1844049537,7894317,75438161,Contreras-Buckley,163801.66,T,840,840,5.68140140865679E+017,6.47661284504926E+023,ECOM,52e60dfa5b9d4fb7f5de28e23ffaa85ac52565349ed8dd83a8b46557eef014d6,MASTER,FALSE,5792909389,2,76,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,ac01c7206c7acd89b7ebc039b5452e362d50b665aa19f4444dc5683437f52a6d,FALSE,c4ba773d-0b04-4032-a10a-fc386b3e4f30,FALSE,FALSE,FALSE,TRUE,24.278326,-126.639914
0100,000000,162896.39,2024-04-06 05:16:52,61000000,72975,12:59:36,1974-12-31,11/32,2003-08-25,849,810,771015,630222,4348907068,2985999,93962113,Daniel-Owen,178763.81,T,840,840,8.78033689832748E+017,6.90637770049812E+023,ECOM,41869ed683a410b674b1e6331a63803a976fa7a28679ec008c4dd753b5c2ac75,MASTER,FALSE,9298835533,1,5,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,2650affc3ae21893215a967b3137c6c6781631c8cd887ff70c14bf0c059c6926,FALSE,b4d39f9e-ab77-48f5-a3e6-95b0a56225c0,FALSE,FALSE,FALSE,TRUE,21.0055595,16.827929
0100,000000,170644.94,2024-04-05 20:46:01,61000000,62402,13:12:51,1972-03-17,01/31,1974-12-08,1272,810,417994,594296,4237873081,5244323,97474309,Evans Inc,143675.52,T,840,840,3.27226683046616E+017,8.29580451949177E+023,ECOM,e209627daea8037582e1c41461588587b8a5e70af2210c22bab7cf67ea4d9175,MASTER,FALSE,5072502246,2,50,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,00739b2b3771cb3a34c2219189213d6347327bd7253b7bf9df0b70ccd7cc0c61,FALSE,75aa88c8-584b-44aa-a4c3-c09b16b14aa2,FALSE,FALSE,FALSE,TRUE,49.5705095,-53.614975
0100,000000,147421.16,2024-04-05 21:17:20,61000000,61706,10:58:34,1980-08-11,09/27,2000-06-15,8695,810,661952,178938,1642748297,3068863,20842404,Patel-Colon,345684.85,T,840,840,7.05661526365247E+017,6.12549686083946E+023,ECOM,3d9ffe5ad5a194ab7973e1f8b6c4c953f427b2784276e4954323d21e971fd8b0,MASTER,FALSE,6243556038,5,45,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,655ead7bd3cc075406478460f0c599f91440aedf51f3107538abd64803e5b348,FALSE,57a3a7fd-a6fd-412b-a4ff-74acdc608627,FALSE,FALSE,FALSE,TRUE,-31.134088,-104.919608
0100,000000,250535.70,2024-04-06 00:53:47,61000000,94888,12:35:35,1972-06-09,03/34,2008-02-12,664,810,762455,460947,5201340615,3910532,19918702,"Long, Ramos and Silva",144364.63,T,840,840,1.62359887854762E+017,2.45261439263282E+023,ECOM,6edbb17db3b9bf48581f43b4e8d0ace8b15608f166692cda50fbaee8b86a1c13,MASTER,FALSE,5212926009,2,5,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,009288a7e0de6e30674f2f88a898bd144bacecad73b736435a93edf6b387950c,FALSE,d017203f-5f57-493d-a87d-30a6876f9c49,FALSE,FALSE,FALSE,TRUE,-36.099886,-133.193125
0100,000000,186706.74,2024-04-06 06:47:49,61000000,26058,08:41:28,2003-07-24,05/30,2002-05-07,595,810,589941,373534,8561295095,9110552,74093873,Mcdonald LLC,152398.23,T,840,840,5.58063575643644E+017,7.4126339865823E+023,ECOM,916b36b040ae8a61a2ef6df398a04680d50c341da68ba76acfb94a4f20af920f,MASTER,FALSE,7317202734,1,99,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,3d8ddcb2846c429b572e03e51453e8c8a72fa354f84cee5ae2ba24ea072a6c38,FALSE,15e280a8-889a-47e3-9fb0-5b0b738842e2,FALSE,FALSE,FALSE,TRUE,-87.6834965,-45.172998
0100,000000,4529.90,2024-04-05 21:47:11,61000000,40536,04:58:47,1972-09-14,10/31,1984-04-09,1707,810,524078,862805,4193159602,2876047,95142906,Kelly-Schultz,462492.99,T,840,840,8.10042471822667E+016,8.0375925537425E+023,ECOM,910625722754da24e700bdf923ceb864daf9e8aeb02b32141f26aa3fbd30a4db,MASTER,FALSE,9957043536,1,51,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,40eb0d622d531c7077b8a340c5fd40354e73b4e97c69dfe32a05ab3c29390765,FALSE,835e44a7-54f4-49e0-86ce-c19f490ed438,FALSE,FALSE,FALSE,TRUE,-9.935594,111.527768
0100,000000,56195.50,2024-04-05 21:44:43,61000000,87799,10:46:54,2004-12-09,05/25,1981-07-24,406,810,691883,727985,738151255,1476490,23719403,Hart Group,245026.91,T,840,840,7.70952510670751E+017,1.64775230296159E+023,ECOM,856f2f2df2604179699577860453e8712deb0ab4a51ee4205118faee2b9d0cca,MASTER,FALSE,8363468060,2,89,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,96181ddbc09660c80b27dc48fff768b37e8d4625e984f506e80ef282e3f1ca15,FALSE,ffe36e64-577f-4291-8bc3-4fea7d0ea8dc,FALSE,FALSE,FALSE,TRUE,-89.3120425,-38.563566
0100,000000,238117.48,2024-04-06 06:04:59,61000000,75075,17:46:12,1974-01-31,02/27,2010-04-18,4,810,674342,988010,7147695970,5070521,31352079,"Jensen, Brooks and Cross",200032.86,T,840,840,6.50369887848448E+017,1.60090211177502E+023,ECOM,541ec510980acaa78e4a5b266eb39822994a23ed9a454d1757b1d0ad1a6fc0f7,MASTER,FALSE,1702111780,3,51,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,fc6518b9943b920f545c7bdcea0a394ad9a43c4f27385ac65175f2db6c3dd73e,FALSE,3fe4c93f-959a-4022-89ec-0e7fa366e4a3,FALSE,FALSE,FALSE,TRUE,3.456208,-175.773816
0100,000000,29398.99,2024-04-05 19:49:52,61000000,70585,02:59:21,1977-02-14,06/28,2022-08-21,276,810,233550,666413,5016670173,8021202,53247839,Solis LLC,293438.83,T,840,840,5.94230900865729E+016,8.98995056830426E+022,ECOM,f7e65bce0e7732ec0f9794e6d937f19d6d50d7b27e42ad331cbfada9d454b421,MASTER,FALSE,6545904950,1,86,FALSE,TRUE,FALSE,FALSE,ECOM,ECOM,FALSE,ea745ca4655978f8b68cf3661232dcf2cd48ad09d015145f155380b2576cc5c1,FALSE,e8cb5e82-64b2-4873-a923-7a6a2cceb6fa,FALSE,FALSE,FALSE,TRUE,-37.6091285,146.505584
